SMILES,MLM
CN(C)[C@H]1CCN(C(C(=O)Nc2ccc(C(F)(F)F)cc2)c2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)C1,34
Nc1ccccc1NC(=O)/C=C/c1ccc(C(NCCN2CCOCC2)C(=O)Nc2ccc(C(F)(F)F)cc2)cc1,78
CN1C[C@H](C(=O)Nc2ccc(Cl)cc2)[C@@H](c2ccc(/C=C/C(=O)Nc3ccccc3N)nn2)C1,41
CN1C[C@H](C(=O)Nc2ccc(Cl)cc2)[C@@H](c2ccc(/C=C/C(=O)Nc3ccccc3N)nc2)C1,38
CN1C[C@H](C(=O)Nc2ccc(Cl)cc2)[C@@H](c2ccc(/C=C/C(=O)Nc3ccccc3N)cc2F)C1,36
CN1C[C@H](C(=O)Nc2ccc(Cl)cn2)[C@@H](c2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)C1,31
CN1C[C@H](C(=O)Nc2ccc(F)c(Br)c2)[C@@H](c2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)C1,43
COc1ccc(NC(=O)[C@H]2CN(C)C[C@@H]2c2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)cc1,54
CN1C[C@H](C(=O)Nc2ccc(F)c(F)c2)[C@@H](c2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)C1,46
Nc1ccccc1NC(=O)/C=C/c1ccc([C@H]2CN(CC(F)(F)F)C[C@@H]2C(=O)Nc2ccc(Cl)cc2)cc1,35
Nc1ccccc1NC(=O)/C=C/c1ccc([C@H]2CN(CC(F)F)C[C@@H]2C(=O)Nc2ccc(Cl)cc2)cc1,49
CN1C[C@H](C(=O)Nc2ccc(F)cc2)[C@@H](c2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)C1,34
CCOC(=O)C1=C(C)N/C(=C/c2cc(C)n(-c3ccc(OC)cc3)c2C)C1=O,54000
CCOC(=O)C1=C(C)N/C(=C/c2cc(C)n(-c3cccc(OC)c3)c2C)C1=O,150000
CCOC(=O)C1=C(O)/C(=C\c2cc(C)n(-c3ccc(F)cc3)c2C)N=C1C,94000
CC1=C(C(=O)OC(C)(C)C)C(=O)/C(=C\c2cc(C)n(-c3ccccc3C(F)(F)F)c2C)N1,86000
CCOC(=O)C1=C(C)N/C(=C/c2cc(C)n(-c3cc(OC)c(OC)c(OO)c3)c2C)C1=O,63000
CCOC(=O)C1=C(C)N/C(=C/c2cc(C)n(-c3cccnc3)c2C)C1=O,82000
CCOC(=O)C1=C(C)N/C(=C/c2cc(C)n(-c3ccc(Br)cc3)c2C)C1=O,62000
CCOC(=O)C1=C(C)N/C(=C/c2cc(C)n(-c3ccc(SC)cc3)c2C)C1=O,66000
CCOC(=O)C1=C(C)N/C(=C/c2cc(C)n(-c3ccc(N4CCOCC4)cc3)c2C)C1=O,31000
CCOC(=O)C1=C(C)N/C(=C/c2cc(C)n(-c3ccc(N(C)C)cc3)c2C)C1=O,56000
CCOC(=O)C1=C(C)N/C(=C/c2cc(C)n(-c3ccc(CN(C)C)cc3)c2C)C1=O,31000
CCOC(=O)C1=C(C)N/C(=C/c2cc(C)n(-c3ccc(CN4CCOCC4)cc3)c2C)C1=O,56000
CC1=C(C(=O)O)C(=O)/C(=C\c2cc(C)n(-c3ccccc3C(F)(F)F)c2C)N1,22000
CCOC(=O)C1=C(C)N/C(=C/c2ccn(-c3ccc(C(F)(F)F)cc3)c2)C1=O,140000
CCOC(=O)C1=C(C)N/C(=C/c2cc(C)n(Cc3ccc(C(F)(F)F)cc3)c2C)C1=O,100000
CCOC(=O)C1=C(C)N/C(=C/c2cc(CC)n(-c3ccccc3C(F)(F)F)c2CC)C1=O,140000
CCOC(=O)C1=C(C)N/C(=C/c2cc(C)n(-c3ccncc3)c2C)C1=O,61000
CCOC(=O)C1=C(C)N/C(=C/c2cc(C)n(-c3ccc(F)cc3F)c2C)C1=O,77000
CC1=C(C(=O)OCc2ccccc2)C(=O)/C(=C\c2cc(C)n(-c3ccccc3C(F)(F)F)c2C)N1,560000
CC1=CC(=O)/C(=C\c2cc(C)n(-c3ccccc3C(F)(F)F)c2C)N1,23000
CCOC(=O)C1=C(C)N/C(=C/c2cc(C)n(-c3ccc(C(F)(F)F)cc3)c2C)C1=O,53000
CCOC(=O)C1=C(C)N/C(=C/c2cc(C)n(-c3ccc(CN4CCCCC4)cc3)c2C)C1=O,60000
CCOC(=O)C1=C(C)N/C(=C/c2cc(C)n(-c3ccc(S(=O)(=O)C(F)(F)F)cc3)c2C)C1=O,58000
CCOC(=O)C1=C(C)N/C(=C/c2cc(C)n(-c3ccc(Cl)cc3)c2C)C1=O,72000
CCOC(=O)C1=C(C)N/C(=C/c2ccn(-c3ccccc3C(F)(F)F)c2)C1=O,160000
CCOC(=O)C1=C(C)N/C(=C/c2cc(C)n(-c3ccc(SC(F)(F)F)cc3)c2C)C1=O,76000
CCOC(=O)C1=C(C)N/C(=C/c2cc(C)n(-c3cccc(C(F)(F)F)c3)c2C)C1=O,97000
CCOC(=O)C1=C(C)N/C(=C/c2cc(C)n(-c3ccccc3C(F)(F)F)c2C)C1=O,50000
O=C(NCC(F)(F)F)c1sc(N2CCOCC2)cc1OCCc1ccccc1,30000
NC(=O)c1cc(N2CCOCC2)ccc1OCCc1cccc(F)c1,6400
CC1COCCN1c1cc(OCCc2ccccc2)c(C(N)=O)s1,11000
CCOC(=O)NC(=O)c1sc(N2CCOCC2)cc1OCCc1ccccc1,1000
NC(=O)c1sc(-n2nccn2)cc1OCCc1ccccc1,30000
NC(=O)c1sc(N2CCOCC2)cc1CCCc1ccc(F)cc1,13000
NC(=O)c1sc(CN2CCOCC2)cc1OCCc1ccccc1,3000
NC(=O)c1cc(N2CCOCC2)ccc1OCCc1ccccc1,3800
CC(=O)c1sc(N2CCOCC2)cc1OCCc1ccccc1,41000
O=C(NC1CCC1)c1sc(N2CCOCC2)cc1OCCc1ccccc1,500
NC(=O)c1sccc1OCCc1ccccc1,26000
NC(=O)c1sc(N2CCOCC2)cc1OCC1CCCO1,4300
NC(=O)c1sc(N2CCOCC2)cc1OCCc1ccccc1F,25000
CC1(COc2cc(N3CCOCC3)sc2C(N)=O)COC1,2100
NC(=O)c1sc(N2CCOCC2)cc1CCCc1ccccc1,20000
CON(C)C(=O)c1sc(N2CCOCC2)cc1OCCc1ccccc1,500
NC(=O)c1sc(N2CCCCC2)cc1OCCc1ccccc1,42000
COCCN(C)c1cc(OCCc2ccccc2)c(C(N)=O)s1,28000
NC(=O)c1sc(N2CCOCC2)cc1OCc1ccccc1,14000
NC(O)C1SC(N2CCOCC2)CC1OCC(F)(F)C1CCCCC1,19000
c1ccc(CCOc2csc(N3CCOCC3)c2)cc1,37000
NC(=O)c1sc(-c2ccncc2)cc1OCCc1ccccc1,41000
NC(=O)c1sc(N2CCOCC2)cc1OC1CCCc2ccccc21,5400
NC(=O)c1sc(N2CCOCC2)cc1OCCN1CCOCC1,900
CNC(=O)c1sc(N2CC3CC2CO3)cc1OCCc1ccccc1,13000
NC(=O)c1sc(N2CCOCC2)cc1OCCc1ccccc1,19000
CCNC(=O)c1sc(N2CCOCC2)cc1OCCc1ccccc1,50000
O=C(NO)c1sc(N2CCOCC2)cc1OCCc1ccccc1,6000
NC(=O)c1sc(-n2cnc3ccccc32)cc1OCCc1ccccc1,28000
NC(=O)c1ccc(N2CCOCC2)cc1OCCc1ccccc1,12000
COc1ccc(CCOc2cc(N3CCOCC3)sc2C(N)=O)cc1,5700
NC(=O)c1sc(N2CCOCC2)cc1OCCc1cccc(F)c1,18000
NC(=O)c1sc(N2CCOCC2)cc1OCCc1ccncc1,8000
COC(=O)c1sc(N2CCOCC2)cc1OCCc1ccccc1,50000
COc1cccc(CCOc2cc(N3CCOCC3)sc2C(N)=O)c1,10000
N#Cc1ccc(CCOc2cc(N3CCOCC3)sc2C(N)=O)cc1,4800
NC(=O)c1sc(N2CCOCC2)cc1OCCc1ccc(OC(F)(F)F)cc1,8000
COc1ccccc1CCOc1cc(N2CCOCC2)sc1C(N)=O,26000
NC(=O)c1sc(N2CCOCC2)cc1OCC(O)c1ccccc1,3800
NC(=O)c1nc(N2CCOCC2)ccc1OCCc1ccccc1,2300
NC(=O)c1sc(N2CCOCC2=O)cc1OCCc1ccccc1,7000
CNC(=O)c1sc(N2CCOCC2)cc1OCCc1ccccc1,36000
NC(=O)c1sc(N2CCOCC2)cc1OC1CCc2ccccc21,1400
Cc1nc(C)c(C(=O)N2CCCC(c3cc4ncccc4[nH]3)C2)o1,314.17
O=C(c1ccccc1)N1CCCC(c2cn3ncccc3n2)C1,2897100
O=C(c1cccc(C(F)(F)F)n1)N1CCCC(c2cc3ncccc3[nH]2)C1,64030
O=C(c1cc(C(F)(F)F)n[nH]1)N1CCCC(c2cc3ncccc3[nH]2)C1,831.67
O=C(c1ccc(F)cc1)N1CCCC(c2cc3nc(C(F)(F)F)ccc3[nH]2)C1,246910
O=C(c1cc(C(F)(F)F)no1)N1CCCC(c2cc3ncc(Br)cc3[nH]2)C1,2803.83
O=C(c1cc(C2CC2)no1)N1CCCC(c2cc3ncccc3[nH]2)C1,467190
O=C(c1ccc(F)cc1)N1CCCC(c2cc3nc(Cl)ccc3[nH]2)C1,293890
O=C(c1ccc(F)cc1)N1CCCC(c2cc3nc(N4CCCC4)ccc3[nH]2)C1,1964.5
O=C(c1cc(C(F)(F)F)no1)N1CCCC(c2cc3nc(NCc4ccccc4)ccc3[nH]2)C1,516780
CC(C)c1cc(C(=O)N2CCC(O)(c3cc4ncccc4[nH]3)CC2)on1,4898.83
COc1cccc(C(=O)N2CCCC(c3cc4ncccc4[nH]3)C2)c1OC,2600
O=C(c1ccccc1)N1CC=C(c2cc3ncccc3[nH]2)CC1,1308.67
CCN(CCc1nc2ncc(Cl)cc2[nH]1)C(=O)c1ccc(F)cc1,108000
CC(C)(C)OC(=O)N1CCCC(c2cn3nc(Cl)ccc3n2)C1,11300
O=C(c1cc(C(F)(F)F)no1)N1CCOC(c2cc3ncccc3[nH]2)C1,529.33
CCN(C(=O)CCc1nc2ncccc2[nH]1)c1ccccc1,425.83
Cc1nc(C)c(C(=O)N2CCCC(c3cc4ncccc4[nH]3)C2)s1,774.33
CN(CC(O)c1cc2ncccc2n1S(=O)(=O)c1ccccc1)C(=O)c1ccccc1,2049.67
O=C(c1ccccc1)N1CCCC(c2cn3cccnc3n2)C1,338.5
CC(C)c1cc(C(=O)N2CCCC(c3cc4ncccc4[nH]3)C2)on1,1600
O=C(c1ccc(C(F)(F)F)nc1)N1CCCC(c2cc3ncccc3[nH]2)C1,24850
CC(C)c1cc(C(=O)N2CCCC(O)(c3cc4ncccc4[nH]3)C2)on1,154700
CN(CCc1cc2ncccc2[nH]1)C(=O)c1ccccc1,381520
O=C(c1ccccc1)N1CC=C(c2cc3ncccc3[nH]2)CC1,305000
CC(C)c1cc(C(=O)N2CC=C(c3cc4ncccc4[nH]3)CC2)on1,2653.67
CC(C)(C)c1cc(C(=O)N2CCCC(c3cc4ncccc4[nH]3)C2)on1,2151.67
COc1cc(C(=O)N2CCCC(c3cc4ncccc4[nH]3)C2)on1,600.83
O=C(c1ccccc1)N1CCCC(c2cc3ncccn3n2)C1,1268460
O=C(c1ccc(F)cc1)N1CCCC(c2cc3nc(Cl)ccc3[nH]2)C1,1388
O=C(c1cc(C(F)(F)F)no1)N1CCCC(c2cc3ncc(-c4ccccc4)cc3[nH]2)C1,673380
COc1cc(OC)c2cc(C(=O)N3CCCC(c4cc5ncccc5[nH]4)C3)[nH]c2c1,2416.67
CCN(CCc1nc2ncc(Cl)cc2[nH]1)C(=O)c1ccc(F)cc1,439
CN(C(=O)c1ccccc1)c1cccc(-c2cc3ncccc3[nH]2)c1,1195380
O=C(Nc1ccc(-c2cc3ncccc3[nH]2)cc1)c1ccccc1,596.67
O=C(c1ccccc1)N1CCC(O)(c2cc3ncccc3[nH]2)CC1,956
O=C(c1ccccc1)N1C=C(c2cc3ncccc3[nH]2)CCC1,1038780
CC(C)(O)c1cc(C(=O)N2CCCC(c3cc4ncccc4[nH]3)C2)on1,88
COc1ccc2[nH]c(C3CCCN(C(=O)c4ccc(F)cc4)C3)cc2n1,593
COc1ccc(C(=O)N2CCCC(c3cc4ncccc4[nH]3)C2)cc1OC,564.17
O=C(c1ccccc1)N1CCCC(c2cn3nc(Cl)ccc3n2)C1,241690
O=C(CCc1nc2cccnc2n1CCO)Nc1ccccc1,62120
O=C(c1ccc(F)cc1)N1CCC(c2cc3ncccc3[nH]2)C1,5587.33
O=C(Nc1ccc(-c2cc3ncccc3[nH]2)cc1)c1ccccc1,186880
O=C(c1ccccc1)N1CCCC(c2cc3ncccc3[nH]2)C1,507910
O=C(c1cc(C(F)(F)F)no1)N1CCCC(c2cc3ncc(Br)cc3[nH]2)C1,431170
Cn1nccc1C(=O)N1CCCC(c2cc3ncccc3[nH]2)C1,31890
O=C(NCCc1nc2ncc(Cl)cc2[nH]1)c1ccccc1,95
O=C(c1ccccc1)N1CCC(c2cc3ncccc3[nH]2)CC1,4516.67
O=C1c2ccccc2CN1CCc1cc2ncccc2[nH]1,1086.33
O=C(CCc1nc2ncc(Cl)cc2[nH]1)Nc1ccccc1,516.5
O=C(c1ccccc1)N1C=C(c2cc3ncccc3[nH]2)CCC1,3316.67
CC(C)c1cc(C(=O)N2CCC(O)(c3cc4ncccc4[nH]3)CC2)on1,980200
COc1ccc2cc(C(=O)N3CCCC(c4cc5ncccc5[nH]4)C3)[nH]c2c1,1003.33
O=C(c1cc(C(F)(F)F)no1)N1CCC(c2cc3ncccc3[nH]2)C1,1111860
CCN(C(=O)CCc1nc2ncccc2[nH]1)c1ccccc1,102000
O=C(c1ccc(C(F)(F)F)nc1)N1CCCC(c2cc3ncccc3[nH]2)C1,132.17
O=C(CCc1nc2ncc(Cl)cc2[nH]1)Nc1cccc(F)c1,963.33
CN(CCc1cc2ncccc2[nH]1)C(=O)c1ccccc1,1470.5
CC(C)(C)OC(=O)N1CCCC(c2cn3cccnc3n2)C1,3289.5
CC(C)(O)c1cc(C(=O)N2CCCC(c3cc4ncccc4[nH]3)C2)on1,23000
N#Cc1cnc2cc(C3CCCN(C(=O)c4cc(C(F)(F)F)no4)C3)[nH]c2c1,310.5
CCC(=O)N1CCCC(c2nc3ncc(Cl)cc3[nH]2)C1,471.5
Nc1cc(C2CCCN(C(=O)c3ccccc3)C2)[nH]n1,23000
O=C(c1ccccn1)N1CCCC(c2cc3ncccc3[nH]2)C1,523.33
Cn1nccc1C(=O)N1CCCC(c2cc3ncccc3[nH]2)C1,114.83
O=C(c1ccc(F)cc1)N1CCCC(c2cc3nc(N4CCCC4)ccc3[nH]2)C1,441340
O=C(c1ccc(F)cc1)N1CCCC(c2cc3ncc(Cl)cc3[nH]2)C1,969.83
O=C(NCCc1nc2ncc(Cl)cc2[nH]1)c1ccccc1,23000
O=C(c1cc(C(F)(F)F)no1)N1CCC(c2cc3ncccc3[nH]2)C1,5411.67
COc1ccc(OC)c2[nH]c(C(=O)N3CCCC(c4cc5ncccc5[nH]4)C3)cc12,9616.67
O=C(c1ccc(F)cc1)N1CC=C(c2cc3ncccc3[nH]2)CC1,195230
Cc1ccoc1C(=O)N1CCCC(c2cc3ncccc3[nH]2)C1,1748700
Cc1ccoc1C(=O)N1CCCC(c2cc3ncccc3[nH]2)C1,6694.67
O=C(c1ccccc1)N1CCC(O)(c2cc3ncccc3[nH]2)CC1,192980
Cc1nc(C)c(C(=O)N2CCCC(c3cc4ncccc4[nH]3)C2)o1,78820
O=C(c1ccc(F)cc1)N1CC=C(c2cc3ncccc3[nH]2)CC1,623.33
O=C(c1cc(C2CC2)on1)N1CCCC(c2cc3ncccc3[nH]2)C1,1833.33
O=C(c1ccc(F)cc1)N1CCC(c2cc3ncccc3[nH]2)C1,1226700
CC(C)c1cc(C(=O)N2CC=C(c3cc4ncccc4[nH]3)CC2)on1,397750
O=C(Nc1cccc(-c2cc3ncccc3[nH]2)c1)c1ccccc1,522000
O=C(c1cc(C(F)(F)F)n[nH]1)N1CCCC(c2cc3ncccc3[nH]2)C1,128410
CC(C)(C)c1cc(C(=O)N2CCCC(c3cc4ncccc4[nH]3)C2)on1,402980
CN(C(=O)c1ccccc1)c1cccc(-c2cc3ncccc3[nH]2)c1,5844.83
O=C(c1cc(C2CC2)no1)N1CCOC(c2cc3ncccc3[nH]2)C1,279
O=C(c1cc(C(F)(F)F)no1)N1CCOC(c2cc3ncccc3[nH]2)C1,136760
COc1ccc(Cl)cc1C(=O)N1CCCC(c2cc3ncccc3[nH]2)C1,10300
CN(CC(O)c1cc2ncccc2n1S(=O)(=O)c1ccccc1)C(=O)c1ccccc1,498500
O=C(c1ccccc1)N1CC=C(c2cc3ccccc3[nH]2)CC1,1370000
OC1(c2cc3ncccc3[nH]2)CCN(Cc2ccccc2)CC1,1920.17
CC(C)(C)OC(=O)N1CCCC(c2cn3cccnc3n2)C1,861300
CCC(=O)N1CCCC(c2nc3ncc(Cl)cc3[nH]2)C1,127890
O=C(Nc1cccc(-c2cc3ncccc3[nH]2)c1)c1ccccc1,1666.67
O=C(c1ccccc1)N1CCCC(c2nc3ncccc3[nH]2)C1,763
O=C(c1ccc(F)cc1)N1CCCC(c2cc3nc(C(F)(F)F)ccc3[nH]2)C1,1105.67
O=C(c1cc(C(F)(F)F)no1)N1CCCC(c2cc3ncccc3[nH]2)C1,449440
O=C(c1ccc(F)cc1)N1CCCC(c2cc3ncc(Cl)cc3[nH]2)C1,235420
Nc1cc(C2CCCN(C(=O)c3cc(C(F)(F)F)no3)C2)[nH]n1,174.83
CC(C)c1cc(C(=O)N2CCCC(O)(c3cc4ncccc4[nH]3)C2)on1,616.17
O=C(CCc1nc2cccnc2n1CCO)Nc1ccccc1,281.33
O=C(c1ccccc1)N1CCCC(c2nc3ncccc3[nH]2)C1,172780
O=C(CCc1nc2ncc(Cl)cc2[nH]1)Nc1cccc(F)c1,301000
OC1(c2cc3ncccc3[nH]2)CCN(Cc2ccccc2)CC1,433900
N#Cc1cnc2cc(C3CCCN(C(=O)c4cc(C(F)(F)F)no4)C3)[nH]c2c1,68280
O=C(c1ccccc1)N1CC=C(c2cc3ccccc3[nH]2)CC1,13163.17
CC(C)c1cc(C(=O)N2CCCC(c3cc4ncccc4[nH]3)C2)on1,560250
COc1ccc2[nH]c(C3CCCN(C(=O)c4ccc(F)cc4)C3)cc2n1,151380
O=C(c1cc(C(F)(F)F)no1)N1CCCC(c2cc3nc(NCc4ccccc4)ccc3[nH]2)C1,19253.17
O=C(c1cc(C(F)(F)F)no1)N1CCCC(c2cc3ncc(-c4ccccc4)cc3[nH]2)C1,13694.33
CC(C)(C)OC(=O)N1CCCC(c2cn3nc(Cl)ccc3n2)C1,3539160
O=C(c1ccccc1)N1CCCC(c2cc3ncccc3[nH]2)C1,2364
O=C(c1ccccn1)N1CCCC(c2cc3ncccc3[nH]2)C1,163910
O=C(c1cccc(C(F)(F)F)n1)N1CCCC(c2cc3ncccc3[nH]2)C1,315
Nc1cc(C2CCCN(C(=O)c3ccccc3)C2)[nH]n1,108.5
O=C(c1ccccc1)N1CCCC(c2cn3nc(Cl)ccc3n2)C1,771.67
O=C(c1cc(C2CC2)no1)N1CCOC(c2cc3ncccc3[nH]2)C1,78300
O=C(c1ccccc1)N1CCN(c2nc3ccccc3s2)CC1,4008960
O=C(c1ccc(F)cc1)N1CCCC(c2cc3ncccc3[nH]2)C1,337210
O=C(c1ccc(F)cc1)N1CCCC(c2cc3ncccc3[nH]2)C1,1076.67
COc1cc(C(=O)N2CCCC(c3cc4ncccc4[nH]3)C2)on1,129460
O=C(c1ccccc1)N1CCCC(c2cn3ncccc3n2)C1,10547.33
O=C(c1ccccc1)N1CCCC(c2cn3cccnc3n2)C1,127370
O=C(c1ccccc1)N1CCC(c2cc3ncccc3[nH]2)CC1,1044000
CCN(CCC(=O)Nc1cccnc1)C(=O)c1ccc(F)cc1,25060
O=C(c1ccccc1)N1CCCC(c2cc3ncccn3n2)C1,19194.33
O=C(c1cc(C(F)(F)F)no1)N1CCCC(c2cc3ncccc3[nH]2)C1,2333.33
COc1ccc(C(=O)N2CCCC(c3cc4ncccc4[nH]3)C2)cc1OC,137290
O=C(c1cc(C2CC2)no1)N1CCCC(c2cc3ncccc3[nH]2)C1,1610.83
Cc1nc(C)c(C(=O)N2CCCC(c3cc4ncccc4[nH]3)C2)s1,232810
Nc1cc(C2CCCN(C(=O)c3cc(C(F)(F)F)no3)C2)[nH]n1,54290
O=C1c2ccccc2CN1CCc1cc2ncccc2[nH]1,212980
CCN(CCC(=O)Nc1cccnc1)C(=O)c1ccc(F)cc1,140.17
O=C(CCc1nc2ncc(Cl)cc2[nH]1)Nc1ccccc1,120000
O=C(c1ccccc1)N1CCN(c2nc3ccccc3s2)CC1,24710.5
CC[C@H]1CC[C@H](n2c(=O)[nH]c3ccc(N)cc3c2=O)CC1,4200
CC(=O)Nc1ccc2[nH]c(=O)n(C3CCC(C)(C)CC3)c(=O)c2c1,3700
CC(=O)Nc1ccc2[nH]c(=O)n([C@H]3CO[C@@H](C(C)(C)C)OC3)c(=O)c2c1,7200
CC(C)[C@H]1CC[C@@H](n2c(=O)[nH]c3ncc(N)cc3c2=O)CC1,4800
CC[C@H]1CC[C@@H](n2c(=O)[nH]c3ccc(N)cc3c2=O)CC1,5200
CC(=O)Nc1cnc2[nH]c(=O)n([C@H]3CC[C@H](C(C)C)CC3)c(=O)c2c1,1400
CC(=O)Nc1ccc2[nH]c(=O)n([C@H]3CC[C@H](C(F)(F)F)CC3)c(=O)c2c1,500
CC(=O)Nc1ccc2[nH]c(=O)n([C@H]3CC[C@H](C(C)(C)C)CC3)c(=O)c2c1,3200
CC(=O)Nc1ccc2[nH]c(=O)n([C@H]3CC[C@@H](C(C)C)CC3)c(=O)c2c1,26000
CC(=O)Nc1ccc2[nH]c(=O)n([C@H]3CC[C@@H](C(F)(F)F)CC3)c(=O)c2c1,2700
CC(C)(C)[C@H]1CC[C@H](n2c(=O)[nH]c3ccc(N)cc3c2=O)CC1,2000
CC[C@H]1CC[C@@H](n2c(=O)[nH]c3ccc(NC(C)=O)cc3c2=O)CC1,12000
CC(=O)Nc1ccc2[nH]c(=O)n([C@H]3CC[C@@H](C(C)(C)C)CC3)c(=O)c2c1,500
CC(C)(C)[C@H]1CC[C@@H](n2c(=O)[nH]c3ncc(N)cc3c2=O)CC1,1600
CC(=O)Nc1cnc2[nH]c(=O)n([C@H]3CC[C@@H](C(C)C)CC3)c(=O)c2c1,10000
CC(=O)Nc1cnc2[nH]c(=O)n([C@H]3CC[C@@H](C(C)(C)C)CC3)c(=O)c2c1,15000
CC(=O)Nc1ccc2[nH]c(=O)n([C@H]3CC[C@H](OC(C)(C)C)CC3)c(=O)c2c1,500
CC[C@H]1CC[C@H](n2c(=O)[nH]c3ncc(NC(C)=O)cc3c2=O)CC1,500
CC[C@H]1CC[C@@H](n2c(=O)[nH]c3ncc(N)cc3c2=O)CC1,1700
CC[C@H]1CC[C@H](n2c(=O)[nH]c3ccc(NC(C)=O)cc3c2=O)CC1,2400
CC(C)[C@H]1CC[C@H](n2c(=O)[nH]c3ncc(N)cc3c2=O)CC1,1900
CC(=O)Nc1ccc2[nH]c(=O)n([C@H]3CC[C@H](C(C)C)CC3)c(=O)c2c1,3200
CC(=O)Nc1ccc2[nH]c(=O)n([C@H]3CO[C@H](C(C)(C)C)OC3)c(=O)c2c1,500
CC(=O)Nc1ccc2[nH]c(=O)n([C@H]3CCO[C@@H](C(C)(C)C)C3)c(=O)c2c1,16000
CCC[C@H]1CC[C@@H](n2c(=O)[nH]c3ccc(NC(C)=O)cc3c2=O)CC1,19000
CC[C@H]1CC[C@@H](n2c(=O)[nH]c3ncc(NC(C)=O)cc3c2=O)CC1,2700
CCC[C@H]1CC[C@H](n2c(=O)[nH]c3ccc(NC(C)=O)cc3c2=O)CC1,1500
CC(=O)Nc1ccc2[nH]c(=O)n([C@H]3CC[C@H](OC(C)C)CC3)c(=O)c2c1,500
CC(C)(C)[C@H]1CC[C@@H](n2c(=O)[nH]c3ccc(N)cc3c2=O)CC1,3900
CC(C)(C)[C@H]1CC[C@H](n2c(=O)[nH]c3ncc(N)cc3c2=O)CC1,500
CC(=O)Nc1ccc2[nH]c(=O)n(C3CCC(C(C)(C)C)C3)c(=O)c2c1,31000
CC(=O)Nc1cnc2[nH]c(=O)n([C@H]3CC[C@H](C(C)(C)C)CC3)c(=O)c2c1,1400
CC[C@H]1CC[C@H](n2c(=O)[nH]c3ncc(N)cc3c2=O)CC1,900
COc1ccc(CC(=O)NC(=N)N[C@H](CC2CCCCC2)C(=O)Nc2cc(S(=O)(=O)N(C(C)C)C(C)C)ccc2C)cc1OC.O=C(O)C(F)(F)F,259000
COc1ccc(CC(=O)NC(=N)N[C@H](CC2CCCCC2)C(=O)Nc2cc(S(=O)(=O)N3CCN(C)CC3)ccc2C)cc1OC.O=C(O)C(F)(F)F,212000
Cc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)[C@@H](CC1CCCCC1)NC(=N)NC(=O)c1ccc2c(c1)OCCO2.O=C(O)C(F)(F)F,272000
COc1ccc(CCC(=O)NC(=N)N[C@H](CC2CCCCC2)C(=O)Nc2cc(S(=O)(=O)N(C)C)ccc2C)cc1OC.O=C(O)C(F)(F)F,234000
CNS(=O)(=O)c1ccc(C)c(NC(=O)[C@H](NC(=N)NC(=O)Cc2ccc(OC)c(OC)c2)c2ccccc2)c1.O=C(O)C(F)(F)F,270000
CNS(=O)(=O)c1ccc(C)c(NC(=O)[C@@H](C)NC(=N)NC(=O)Cc2ccc(OC)c(OC)c2)c1.O=C(O)C(F)(F)F,219500
COc1ccc(CC(=O)NC(=N)N[C@@H](C(=O)Nc2cc(S(N)(=O)=O)ccc2C)C2=CCC=CC2)cc1OC.O=C(O)C(F)(F)F,178000
Cc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)[C@@H](CC1CCCCC1)NC(=N)NC(=O)Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1.O=C(O)C(F)(F)F,258100
Cc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)[C@@H](CC1CCCCC1)NC(=N)NC(=O)C1CCCc2ccccc21.O=C(O)C(F)(F)F,259000
COc1ccc(CC(=O)NC(=N)N[C@H](C(=O)Nc2cc(S(N)(=O)=O)ccc2C)C2CCCC2)cc1OC.O=C(O)C(F)(F)F,179000
COc1ccc(CC(=O)NC(=N)N[C@@H](C(=O)Nc2cc(S(N)(=O)=O)ccc2C)C(C)C)cc1OC.O=C(O)C(F)(F)F,174500
CCCC[C@@H](NC(=N)NC(=O)Cc1ccc(OC)c(OC)c1)C(=O)Nc1cc(S(N)(=O)=O)ccc1C.O=C(O)C(F)(F)F,230750
COCC[C@@H](NC(=N)NC(=O)Cc1ccc(OC)c(OC)c1)C(=O)Nc1cc(S(N)(=O)=O)ccc1C.O=C(O)C(F)(F)F,57300
CCOC[C@@H](NC(=N)NC(=O)Cc1ccc(OC)c(OC)c1)C(=O)Nc1cc(S(N)(=O)=O)ccc1C.O=C(O)C(F)(F)F,86800
CNS(=O)(=O)c1ccc(C)c(NC(=O)[C@@H](CC2CCCCC2)NC(=N)NC(=O)Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1.O=C(O)C(F)(F)F,187300
COc1ccc(CC(=O)NC(=N)N[C@@H](C(=O)Nc2cc(S(N)(=O)=O)ccc2C)C(C)(C)C)cc1OC.O=C(O)C(F)(F)F,211000
COc1ccc(CC(=O)NC(=N)N[C@H](CO)C(=O)Nc2cc(S(N)(=O)=O)ccc2C)cc1OC.O=C(O)C(F)(F)F,15500
