SMILES,LogD
CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,0.806172516
Oc1cccc2cccnc12,2.262791667
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,-0.212328604
CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@@H]4NCCO)no2)cc1C#N,2.454868171
CNc1ncc(-c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3c2C)cc1C,0.810136337
O=[N+]([O-])c1ccc(-c2ccccc2)cc1,3.580293147
CCNCc1nc2c(O)c(Cl)cc(Cl)c2c(=O)n1C,1.425622277
CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,2.591540865
C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2cccc(c2)COC/1,3.359310768
CC[C@H]1c2cc3[n-]c(c(CC(=O)OC)c4nc(cc5[n-]c(cc(n2)[C@@H]1C)c(C(C)=O)c5C)[C@@H](C)[C@@H]4CCC(=O)O)c(C(=O)NCCS(=O)(=O)O)c3C.[Pd+2],-0.035587939
CCCCC(CC)COC(=O)c1ccc(N(C)C)cc1,4.000066082
CC1(C)C(/C=C/C2=C(Oc3ccc(C[C@H](NC(=O)c4ccc(NCc5cnc6nc(N)[nH]c(=O)c6n5)cc4)C(=O)O)cc3)/C(=C/C=C3/N(CCCCS(=O)(=O)O)c4ccc(S(=O)(=O)O)cc4C3(C)C)CCC2)=[N+](CCCCS(=O)(=O)O)c2ccc(S(=O)(=O)[O-])cc21,-0.348627071
CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,1.362719687
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,1.932493594
CCCCCCCCCCCCCCCC(=O)O,2.924962279
O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2,1.493365928
CC1(C)CCC(C)(C)c2cc(Cn3cccn3)c(/C=C/c3ccc(C(=O)O)cc3)cc21,2.708229095
NCCC(O)(P(=O)(O)O)P(=O)(O)O,1.760619506
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1,1.275562267
Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,1.561862722
CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO,1.001893214
CC(C)(CO)C(O)C(=O)NCCCO,-0.437947343
COc1ccnc(CS(=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,2.199120722
CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)O,-2.549954956
COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,2.948078238
Oc1ccc(Cl)cc1,2.947287745
CC1OC(C)OC(C)O1,0.725010102
CCC1(C)OC(=O)N(C)C1=O,0.848515217
CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,2.258883948
CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1,1.554467488
C#CCN(C)Cc1ccccc1,2.236755102
C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@]12C,3.399761169
Cc1cnc(C(=O)N[C@H]2CCCCC/C=C\[C@@H]3C[C@@]3(C(=O)NS(=O)(=O)C3CC3)NC(=O)[C@@H]3C[C@@H](Oc4nc5ccccc5c5ccccc45)CN3C2=O)cn1,1.824645854
NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O,-1.580286956
Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,1.700470245
C=C1C(=O)O[C@H]2[C@H]1CC/C(C)=C/CC[C@@]1(C)O[C@@H]21,2.399330653
NCCCC[C@@H]1NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2C[C@@H](OC(=O)NCCN)CN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(OCc3ccccc3)cc2)NC1=O,2.02353739
CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2cc(O)c(S(=O)(=O)O)cc2S(=O)(=O)O)cc1,0.767495951
Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,2.467589979
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,-0.418491695
Nc1nc(=O)c2c(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1,-1.746551167
CCN1C(=O)N(c2c(F)c(OC)cc(OC)c2F)Cc2cnc3[nH]c(CN4CCOCC4)cc3c21,2.965792184
Cc1cccn2c(=O)c(-c3nn[nH]n3)cnc12,-0.717375105
NC1=NC(=O)C(c2ccccc2)O1,-0.327409016
CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1,1.879960632
Nc1nc(=O)c2ncn(CCC(CO)CO)c2[nH]1,-0.339389082
CC(C)(S)[C@@H](N)C(=O)O,-0.618507938
O=[N+]([O-])OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],1.555563167
FC(F)CC(F)(F)F,2.966088428
CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,0.079908192
N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,-0.079657311
CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,2.635892533
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,-1.70330459
C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](Cc2ccccc2)NC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O)CSSC[C@@H](C(=O)N[C@H](CO)[C@@H](C)O)NC1=O,-0.465657031
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,1.39182412
C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1,-2.908241545
O=S(=O)(O)O[C@@H]1[C@@H](OS(=O)(=O)O)[C@H](O[C@@H]2CO[C@@H](O)[C@H](OS(=O)(=O)O)[C@H]2OS(=O)(=O)O)OC[C@H]1O,-0.099667571
OC[C@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)C[C@@H]1O,-0.689648727
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,0.292257276
CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1,1.91344422
CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@@H](C(=O)O)C[C@H]1NC(=N)N,-3.293126424
N#Cc1ccccc1-c1cc(-c2ccccn2)cn(-c2ccccc2)c1=O,2.71049348
CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,2.769412921
O=BOO,1.289330694
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.65616583
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.389605401
FC(F)(F)C(F)(F)C(F)(F)F,3.326084409
CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,2.799078418
C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,2.469153375
N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,2.524366018
CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,-0.750446407
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,4.81079113
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,3.262739478
FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1,4.040845076
NC(=O)NC(=O)Cc1ccccc1,0.988647613
Nc1ccc(/N=N/c2ccccc2)c(N)n1,2.346859083
C[C@H]1[C@H](c2ccccc2)OCCN1C,0.962878475
NNCCc1ccccc1,-0.239074299
CC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,-1.697714647
N=C(N)NC(=N)NCCc1ccccc1,-0.249539965
CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12,2.811671311
O=C1c2ccccc2C(=O)C1c1ccccc1,2.315739615
CN(C)CCC(c1ccccc1)c1ccccn1,0.936742139
CC1NCCOC1c1ccccc1,0.456346911
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,0.649891287
Oc1ccccc1,2.279268839
O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,3.008000018
CC(COc1ccccc1)N(CCCl)Cc1ccccc1,3.278763812
CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O,-1.958715253
CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O,2.423574415
CN1C(=O)CC(c2ccccc2)C1=O,0.84677799
CC(C)(N)Cc1ccccc1,0.181001706
Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,1.887112355
Nc1ccc(C(=O)Oc2ccccc2)c(O)c1,2.065948024
O=C(Oc1ccccc1)c1ccccc1O,3.022950666
O=C(O)Cc1ccccc1,-0.913537592
N[C@@H](Cc1ccccc1)C(=O)O,-0.878374784
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,1.299110764
O=C(O)CCCc1ccccc1,0.112308472
CNC[C@H](O)c1cccc(O)c1,-0.86257077
CC(c1ccccc1)c1ccc(O)cc1O,3.168980472
CC(N)C(O)c1ccccc1,-0.231911922
CN(C)CCOc1ccccc1Cc1ccccc1,2.241801903
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,1.931407435
O=C([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c([O-])c(Br)cc12.[Na+].[Na+],0.739363942
CN1CC[C@]23c4c5ccc(OCCN6CCOCC6)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,0.802632165
O=P(O)(O)O,3.218815235
[P],3.06089955
O=C(O)c1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,-1.302807388
CC1=C(C/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=O)c2ccccc2C1=O,4.615237959
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,0.860613742
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc2cc([C@H]3CC[C@H](c4cc5nc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)[C@@H](C)OC)[nH]c5cc4F)N3c3cc(F)c(N4CCC(c5ccc(F)cc5)CC4)c(F)c3)c(F)cc2[nH]1)[C@@H](C)OC,3.588961764
O=S(=O)(O)Oc1ccc(C(c2ccc(OS(=O)(=O)O)cc2)c2ccccn2)cc1,0.965606597
O=C1CC[C@@H](C(=O)O)N1,-3.037924706
O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCNC(=O)c1ccc([18F])nc1)C(=O)O)C(=O)O,-2.07564105
CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,-0.307593247
CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,3.279978283
CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@H](Cl)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,3.53536866
CN1CCC(=C2c3ccccc3Sc3ccccc32)CC1,2.765327438
O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,4.425314854
CC(N/C(=N/c1ccncc1)NC#N)C(C)(C)C,1.037778102
COc1cc(Br)c(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)cc1OC,2.902144231
CC(C)NCC(O)COc1cccc2[nH]ccc12,0.054932924
CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,3.012160125
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H](N3CC[N+](C)(C)CC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CC[N+](C)(C)CC1,0.710553863
CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,-0.566894597
Clc1ccc2c(N3CCN(CCCN4CCN(c5ccnc6cc(Cl)ccc56)CC4)CC3)ccnc2c1,2.51704124
C1CNCCN1,-6.268526753
CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,3.30575071
O=C(CCBr)N1CCN(C(=O)CCBr)CC1,1.205983345
CN(C)S(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,2.643668307
OC(c1ccccc1)(c1ccccc1)C1CCCCN1,1.406313509
NC(=O)CN1CCCC1=O,-0.857795163
CC(C)(C)NCC(O)c1ccc(O)c(CO)n1,-1.353002049
CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,0.00780054
NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,-0.458347517
Cc1ccc(=O)n(-c2ccccc2)c1,1.94775159
N#CC(CCN1CCC(C(N)=O)(N2CCCCC2)CC1)(c1ccccc1)c1ccccc1,2.060299043
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,1.273086247
O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,1.550229006
Clc1ccc(CCCOCCCN2CCCCC2)cc1,2.502598426
CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C,2.040003397
CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](N=CN3CCCCCC3)[C@H]2SC1(C)C,2.713903986
NCCNc1ccc(NCCN)c2c1C(=O)c1ccncc1C2=O,-0.741656558
CN1CCC(=C2c3ccccc3CCc3sccc32)CC1,3.038651891
CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CNCCO)=CC[C@H]3N)[C@@H](N)C[C@H]2NC(=O)[C@@H](O)CCN)OC[C@]1(C)O,-1.846671592
CC(C)C[C@H](NC(=O)[C@@H]1CSSC[C@@H]2NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)CC(N)=O)CSSC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C(C)C)NC2=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)N1)C(=O)O,-0.201180111
c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1,-4.218200827
CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1,0.995020287
COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,1.645941217
COc1cc(C2c3cc4c(cc3C(O)C(CO)C2C(=O)O)OCO4)cc(OC)c1OC.COc1cc(C2c3cc4c(cc3C(O)C(CO)C2C(=O)O)OCO4)cc(OC)c1OC.COc1cc(C2c3cc4c(cc3C(O)C3COC(=O)C23)OCO4)cc(OC)c1OC.COc1cc(C2c3cc4c(cc3C(O)C3COC(=O)C23)OCO4)cc(OC)c1OC,0.496187419
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,1.817260284
OC[C@H]1O[C@@H](Oc2cc(O)cc(/C=C/c3ccc(O)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,0.847181999
CCC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@H](C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CCN)NC1=O)[C@@H](C)O,0.667741518
CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,2.082378082
Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.067627435
Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,3.489644827
CCC/N=C1\S/C(=C\c2ccc(OC[C@H](O)CO)c(Cl)c2)C(=O)N1c1ccccc1C,3.33158439
CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,3.307657097
[KH],0.405598859
[I-].[K+],0.547997648
CC(=O)[O-].[K+],-2.634616791
O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].[Al+3].[K+],-0.652839029
N[C@@H](CC(=O)[O-])C(=O)[O-].N[C@@H](CC(=O)[O-])C(=O)[O-].O.[H+].[H+].[K+].[K+],-2.714591199
O=C([O-])O.[K+],-0.61111002
O=C([O-])[O-].[K+].[K+],-0.632110375
[K+],-1.083086047
[Cl-].[K+],0.410854529
O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],-3.109773922
O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[K+],-2.832452885
[K+].[OH-],-0.550170365
CC(O)C(=O)[O-].[K+],-2.696565819
O=[N+]([O-])[O-].[K+],-0.551088448
[K+].[O-][Cl+3]([O-])([O-])[O-],0.701681722
O=S(=O)([O-])[O-].[K+].[K+],-0.721813615
CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,-1.351352275
C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,-1.212984628
C[n+]1ccccc1/C=N/O,0.806462541
CO[C@]1(C(=O)N[C@@H](C)c2ccc(-n3cc(F)cn3)nc2)CC[C@H](c2nc(C)cc(Nc3cc(C)[nH]n3)n2)CC1,3.076925474
CCCN[C@H]1CCc2nc(N)sc2C1,1.504678469
CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C,-1.74869887
CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](N)CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O)[C@@H](C)O)C(C)C)[C@@H](C)O,0.587431821
CCCCOc1ccc(OCCCN2CCOCC2)cc1,2.522035918
C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,3.24719932
CCCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1,4.425485151
CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2,3.632605893
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,-0.317586312
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,3.512328427
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,2.426970687
COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,2.517699775
CCOC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,3.038059861
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,1.375350475
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1.661950812
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)(O)O,1.142311006
CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,3.079856232
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,1.363624445
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@@]21C,1.726082135
CC(C)C[C@H](CN)CC(=O)O,-1.561521775
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,3.80324382
CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1,2.980324024
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(OC(F)(F)F)cc1)C2,3.233596369
CCCNC(C)C(=O)Nc1ccccc1C,1.060558962
COc1cc(NC(C)CCCN)c2ncccc2c1,0.380103544
CCC1(c2ccccc2)C(=O)NCNC1=O,0.577110763
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,-0.090661075
CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,5.763213999
CCN(CC)CCNC(=O)c1ccc(N)cc1,-0.974405221
CCN(CC)CCOC(=O)c1ccc(N)cc1,0.108097932
CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O.CCN(CC)CCOC(=O)c1ccc(N)cc1,0.429806281
CCN(CC)CCOC(=O)c1ccc(N)cc1.O.[CH2]C(CN=C(O)c1ccccc1OCC(=O)[O-])OCCOC.[Hg+],-1.101165073
CNNCc1ccc(C(=O)NC(C)C)cc1,-1.133507139
CC[C@@H](NC(C)C)[C@@H](O)c1ccc(O)c2[nH]c(=O)ccc12,-0.175874787
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,3.579278126
OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,2.184402512
CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,2.888908323
Nc1ccc2cc3ccc(N)cc3nc2c1,1.131562892
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,3.657975281
CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1,0.555860891
CN(C)CCCN1c2ccccc2Sc2ccccc21,2.54890284
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,2.751340468
CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,1.726769839
CCC(=O)O,-1.564838186
CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,1.192786912
CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N,1.388562007
O=C1CCO1,-0.737233103
CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,3.382869641
CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1,2.505349664
CC(C)c1cccc(C(C)C)c1O,4.350926217
CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC,1.343526743
CC(C)NCC(O)COc1cccc2ccccc12,0.939969507
CCCO,0.336723213
CC(O)CO,-0.171509422
CNC(C)CC1CCCCC1,0.237117405
CCCOC(=O)Cn1cc(I)c(=O)c(I)c1,1.942701379
CCCOC(=O)c1ccc(O)cc1,3.028550804
CCCc1cc(=O)[nH]c(=S)[nH]1,0.884158023
CCCc1cc(C(N)=S)ccn1,1.89518104
NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1,-0.711591683
CC(Cc1ccc2c(c1)OCO2)NCC(O)c1ccc(O)c(O)c1,0.642876128
CNCCCC1c2ccccc2C=Cc2ccccc21,1.72025953
C=CCC1(CC(C)O)C(=O)NC(=O)NC1=O,-0.022410341
COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,1.185452773
